Entry ID,Date,Year,State,Local Government Area,Cases,Deaths,CFR (%),Population,"Cases/100,000","Deaths/100,000"
NGA18-7-15-1,15 Jul,2018,Plateau,,28,,,"195,874,740",0.0143,
NGA18-7-15-1,15 Jul,2018,Zamfara,,350,,,"195,874,740",0.1787,
NGA18-7-15-2,15 Jul,2018,,,367,4,1.090,"195,874,740",0.1874,0.0020
NGA18-7-15-2,15 Jul,2018,Adamawa,,42,,,"195,874,740",0.0214,
NGA18-7-15-2,15 Jul,2018,Bauchi,,56,,,"195,874,740",0.0286,
NGA18-7-15-2,15 Jul,2018,Katsina,,68,,,"195,874,740",0.0347,
NGA18-7-15-2,15 Jul,2018,Niger,,14,,,"195,874,740",0.0071,
NGA18-7-15-2,15 Jul,2018,Plateau,,11,,,"195,874,740",0.0056,
NGA18-7-15-2,15 Jul,2018,Zamfara,,176,,,"195,874,740",0.0899,
NGA18-7-22-1,22 Jul,2018,,,191,8,4.188,"195,874,740",0.0975,0.0041
NGA18-7-22-1,22 Jul,2018,Adamawa,,24,,,"195,874,740",0.0123,
NGA18-7-22-1,22 Jul,2018,Bauchi,,6,,,"195,874,740",0.0031,
NGA18-7-22-1,22 Jul,2018,Borno,,4,,,"195,874,740",0.0020,
NGA18-7-22-1,22 Jul,2018,Gombe,,1,,,"195,874,740",0.0005,
NGA18-7-22-1,22 Jul,2018,Jigawa,,10,,,"195,874,740",0.0051,
NGA18-7-22-1,22 Jul,2018,Kano,,60,,,"195,874,740",0.0306,
NGA18-7-22-1,22 Jul,2018,Katsina,,86,,,"195,874,740",0.0439,
NGA18-7-29-1,29 Jul,2018,,,534,12,2.247,"195,874,740",0.2726,0.0061
NGA18-7-29-1,29 Jul,2018,Adamawa,,11,,,"195,874,740",0.0056,
NGA18-7-29-1,29 Jul,2018,Bauchi,,2,,,"195,874,740",0.0010,
NGA18-7-29-1,29 Jul,2018,Bayelsa,,1,,,"195,874,740",0.0005,
NGA18-7-29-1,29 Jul,2018,Borno,,27,,,"195,874,740",0.0138,
NGA18-7-29-1,29 Jul,2018,Ebonyi,,5,,,"195,874,740",0.0026,
NGA18-7-29-1,29 Jul,2018,Federal Capital Territory ,,20,,,"195,874,740",0.0102,
NGA18-7-29-1,29 Jul,2018,Kaduna,,10,,,"195,874,740",0.0051,
NGA18-7-29-1,29 Jul,2018,Kano,,130,,,"195,874,740",0.0664,
NGA18-7-29-1,29 Jul,2018,Katsina,,104,,,"195,874,740",0.0531,
NGA18-7-29-1,29 Jul,2018,Yobe,,19,,,"195,874,740",0.0097,
NGA18-7-29-1,29 Jul,2018,Zamfara,,204,,,"195,874,740",0.1041,
NGA18-8-5-1,5 Aug,2018,,,595,12,2.017,"195,874,740",0.3038,0.0061
NGA18-8-5-1,5 Aug,2018,Abia,,4,,,"195,874,740",0.0020,
NGA18-8-5-1,5 Aug,2018,Adamawa,,4,,,"195,874,740",0.0020,
NGA18-8-5-1,5 Aug,2018,Borno,,9,,,"195,874,740",0.0046,
NGA18-8-5-1,5 Aug,2018,Ebonyi,,9,,,"195,874,740",0.0046,
NGA18-8-5-1,5 Aug,2018,Ekiti,,1,,,"195,874,740",0.0005,
NGA18-8-5-1,5 Aug,2018,Federal Capital Territory ,,20,,,"195,874,740",0.0102,
NGA18-8-5-1,5 Aug,2018,Kaduna,,24,,,"195,874,740",0.0123,
NGA18-8-5-1,5 Aug,2018,Kano,,119,,,"195,874,740",0.0608,
NGA18-8-5-1,5 Aug,2018,Katsina,,122,,,"195,874,740",0.0623,
NGA18-8-5-1,5 Aug,2018,Yobe,,3,,,"195,874,740",0.0015,
NGA18-8-5-1,5 Aug,2018,Zamfara,,280,,,"195,874,740",0.1429,
NGA18-8-12-1,12 Aug,2018,,,962,18,1.871,"195,874,740",0.4911,0.0092
NGA18-8-12-1,12 Aug,2018,Adamawa,,2,,,"195,874,740",0.0010,
NGA18-8-12-1,12 Aug,2018,Bauchi,,2,,,"195,874,740",0.0010,
NGA18-8-12-1,12 Aug,2018,Borno,,10,,,"195,874,740",0.0051,
NGA18-8-12-1,12 Aug,2018,Federal Capital Territory ,,6,,,"195,874,740",0.0031,
NGA18-8-12-1,12 Aug,2018,Jigawa,,32,,,"195,874,740",0.0163,
NGA18-8-12-1,12 Aug,2018,Kaduna,,21,,,"195,874,740",0.0107,
NGA18-8-12-1,12 Aug,2018,Kano,,135,,,"195,874,740",0.0689,
NGA18-8-12-1,12 Aug,2018,Katsina,,136,,,"195,874,740",0.0694,
NGA18-8-12-1,12 Aug,2018,Yobe,,18,,,"195,874,740",0.0092,
NGA18-8-12-1,12 Aug,2018,Zamfara,,600,,,"195,874,740",0.3063,
NGA18-8-12-2,12 Aug,2018,,,898,22,2.450,"195,874,740",0.4585,0.0112
NGA18-8-12-2,12 Aug,2018,Zamfara,,575,2,0.348,"195,874,740",0.2936,0.0010
NGA18-8-12-2,12 Aug,2018,Katsina,,171,4,2.339,"195,874,740",0.0873,0.0020
NGA18-8-12-2,12 Aug,2018,Sokoto,,152,16,10.526,"195,874,740",0.0776,0.0082
NGA18-8-18-1,18 Aug,2018,,,57,0,0.000,"195,874,740",0.0291,
NGA18-8-18-1,18 Aug,2018,Adamawa,,55,,,"195,874,740",0.0281,
NGA18-8-18-1,18 Aug,2018,Katsina,,2,,,"195,874,740",0.0010,
NGA18-8-26-1,26 Aug,2018,,,452,22,4.867,"195,874,740",0.2308,0.0112
NGA18-8-26-1,26 Aug,2018,Bauchi,,3,,,"195,874,740",0.0015,
NGA18-8-26-1,26 Aug,2018,Borno,,38,,,"195,874,740",0.0194,
NGA18-8-26-1,26 Aug,2018,Kaduna,,20,,,"195,874,740",0.0102,
NGA18-8-26-1,26 Aug,2018,Kano,,169,,,"195,874,740",0.0863,
NGA18-8-26-1,26 Aug,2018,Zamfara,,222,,,"195,874,740",0.1133,
NGA18-9-2-1,2 Sep,2018,,,"1,446",20,1.383,"195,874,740",0.7382,0.0102
NGA18-9-2-1,2 Sep,2018,Adamawa,,63,,,"195,874,740",0.0322,
NGA18-9-2-1,2 Sep,2018,Bauchi,,1,,,"195,874,740",0.0005,
NGA18-9-2-1,2 Sep,2018,Borno,,84,,,"195,874,740",0.0429,
NGA18-9-2-1,2 Sep,2018,Gombe,,1,,,"195,874,740",0.0005,
NGA18-9-2-1,2 Sep,2018,Kaduna,,8,,,"195,874,740",0.0041,
NGA18-9-2-1,2 Sep,2018,Kano,,153,,,"195,874,740",0.0781,
NGA18-9-2-1,2 Sep,2018,Katsina,,380,,,"195,874,740",0.1940,
NGA18-9-2-1,2 Sep,2018,Kebbi,,187,,,"195,874,740",0.0955,
NGA18-9-2-1,2 Sep,2018,Oyo,,1,,,"195,874,740",0.0005,
NGA18-9-2-1,2 Sep,2018,Zamfara,,568,,,"195,874,740",0.2900,
NGA18-9-9-1,9 Sep,2018,,,"1,715",38,2.216,"195,874,740",0.8756,0.0194
NGA18-9-9-1,9 Sep,2018,Adamawa,,151,,,"195,874,740",0.0771,
NGA18-9-9-1,9 Sep,2018,Bauchi,,4,,,"195,874,740",0.0020,
NGA18-9-9-1,9 Sep,2018,Borno,,165,,,"195,874,740",0.0842,
NGA18-9-9-1,9 Sep,2018,Ebonyi,,1,,,"195,874,740",0.0005,
NGA18-9-9-1,9 Sep,2018,Gombe,,88,,,"195,874,740",0.0449,
NGA18-9-9-1,9 Sep,2018,Kaduna,,11,,,"195,874,740",0.0056,
NGA18-9-9-1,9 Sep,2018,Kano,,216,,,"195,874,740",0.1103,
NGA18-9-9-1,9 Sep,2018,Katsina,,439,,,"195,874,740",0.2241,
NGA18-9-9-1,9 Sep,2018,Kebbi,,11,,,"195,874,740",0.0056,
NGA18-9-9-1,9 Sep,2018,Zamfara,,629,,,"195,874,740",0.3211,
NGA18-9-13-1,13 Sep,2018,Borno,,"1,102",21,1.906,"195,874,740",0.5626,0.0107
NGA18-9-13-1,13 Sep,2018,Borno,Jere,414,,,"195,874,740",0.2114,
NGA18-9-13-1,13 Sep,2018,Borno,Maiduguri,243,,,"195,874,740",0.1241,
NGA18-9-13-1,13 Sep,2018,Borno,Magumeri,243,,,"195,874,740",0.1241,
NGA18-9-13-1,13 Sep,2018,Borno,Kaga,29,,,"195,874,740",0.0148,
NGA18-9-13-1,13 Sep,2018,Borno,Konduga,63,,,"195,874,740",0.0322,
NGA18-9-13-1,13 Sep,2018,Borno,Chibok,96,,,"195,874,740",0.0490,
NGA18-9-13-1,13 Sep,2018,Borno,Shani,11,,,"195,874,740",0.0056,
NGA18-9-13-1,13 Sep,2018,Borno,Damboa,8,,,"195,874,740",0.0041,
NGA18-9-16-1,16 Sep,2018,,,"2,126",38,1.787,"195,874,740",1.0854,0.0194
NGA18-9-16-1,16 Sep,2018,Adamawa,,69,,,"195,874,740",0.0352,
NGA18-9-16-1,16 Sep,2018,Bauchi,,3,,,"195,874,740",0.0015,
NGA18-9-16-1,16 Sep,2018,Borno,,281,,,"195,874,740",0.1435,
NGA18-9-16-1,16 Sep,2018,Ebonyi,,1,,,"195,874,740",0.0005,
NGA18-9-16-1,16 Sep,2018,Gombe,,94,,,"195,874,740",0.0480,
NGA18-9-16-1,16 Sep,2018,Kaduna,,3,,,"195,874,740",0.0015,
NGA18-9-16-1,16 Sep,2018,Kano,,110,,,"195,874,740",0.0562,
NGA18-9-16-1,16 Sep,2018,Katsina,,263,,,"195,874,740",0.1343,
NGA18-9-16-1,16 Sep,2018,Kwara,,6,,,"195,874,740",0.0031,
NGA18-9-16-1,16 Sep,2018,Lagos,,3,,,"195,874,740",0.0015,
NGA18-9-16-1,16 Sep,2018,Osun,,1,,,"195,874,740",0.0005,
NGA18-9-16-1,16 Sep,2018,Yobe,,252,,,"195,874,740",0.1287,
NGA18-9-16-1,16 Sep,2018,Zamfara,,"1,040",,,"195,874,740",0.5310,
NGA18-9-16-2,16 Sep,2018,Adamawa,,"2,105",34,1.615,"195,874,740",1.0747,0.0174
NGA18-9-16-2,16 Sep,2018,Adamawa,Fufore,369,7,1.897,"195,874,740",0.1884,0.0036
NGA18-9-16-2,16 Sep,2018,Adamawa,Hong,9,0,0.000,"195,874,740",0.0046,
NGA18-9-16-2,16 Sep,2018,Adamawa,Maiha,170,1,0.588,"195,874,740",0.0868,0.0005
NGA18-9-16-2,16 Sep,2018,Adamawa,Mubi North,639,14,2.191,"195,874,740",0.3262,0.0071
NGA18-9-16-2,16 Sep,2018,Adamawa,Mubi South ,918,12,1.307,"195,874,740",0.4687,0.0061
NGA18-9-17-1,17 Sep,2018,Yobe ,,932,61,6.545,"195,874,740",0.4758,0.0311
NGA18-9-17-1,17 Sep,2018,Yobe ,Gulani,286,,,"195,874,740",0.1460,
NGA18-9-17-1,17 Sep,2018,Yobe ,Damaturu,225,,,"195,874,740",0.1149,
NGA18-9-17-1,17 Sep,2018,Yobe ,Fune,102,,,"195,874,740",0.0521,
NGA18-9-17-1,17 Sep,2018,Yobe ,Potiskum,54,,,"195,874,740",0.0276,
NGA18-9-17-1,17 Sep,2018,Yobe ,Gujba,265,,,"195,874,740",0.1353,
NGA18-9-23-1,23 Sep,2018,,,"2,492",44,1.766,"195,874,740",1.2722,0.0225
NGA18-9-23-1,23 Sep,2018,Adamawa,,94,,,"195,874,740",0.0480,
NGA18-9-23-1,23 Sep,2018,Borno,,824,,,"195,874,740",0.4207,
NGA18-9-23-1,23 Sep,2018,Gombe,,77,,,"195,874,740",0.0393,
NGA18-9-23-1,23 Sep,2018,Kaduna,,7,,,"195,874,740",0.0036,
NGA18-9-23-1,23 Sep,2018,Kano,,151,,,"195,874,740",0.0771,
NGA18-9-23-1,23 Sep,2018,Katsina,,529,,,"195,874,740",0.2701,
NGA18-9-23-1,23 Sep,2018,Kwara,,4,,,"195,874,740",0.0020,
NGA18-9-23-1,23 Sep,2018,Osun,,1,,,"195,874,740",0.0005,
NGA18-9-23-1,23 Sep,2018,Yobe,,233,,,"195,874,740",0.1190,
NGA18-9-23-1,23 Sep,2018,Zamfara,,572,,,"195,874,740",0.2920,
NGA18-9-30-1,30 Sep,2018,,,"2,052",18,0.877,"195,874,740",1.0476,0.0092
NGA18-9-30-1,30 Sep,2018,Adamawa,,107,,,"195,874,740",0.0546,
NGA18-9-30-1,30 Sep,2018,Borno,,701,,,"195,874,740",0.3579,
NGA18-9-30-1,30 Sep,2018,Gombe,,90,,,"195,874,740",0.0459,
NGA18-9-30-1,30 Sep,2018,Kaduna,,2,,,"195,874,740",0.0010,
NGA18-9-30-1,30 Sep,2018,Katsina,,585,,,"195,874,740",0.2987,
NGA18-9-30-1,30 Sep,2018,Yobe ,,162,,,"195,874,740",0.0827,
NGA18-9-30-1,30 Sep,2018,Zamfara,,404,,,"195,874,740",0.2063,
NGA18-10-4-1,4 Oct,2018,Yobe,,1319,61,4.625,"195,874,740",0.6734,0.0311
NGA18-10-4-1,4 Oct,2018,Yobe,Gulani,420,,,"195,874,740",0.2144,
NGA18-10-4-1,4 Oct,2018,Yobe,Gujba,367,,,"195,874,740",0.1874,
NGA18-10-4-1,4 Oct,2018,Yobe,Damaturu,317,,,"195,874,740",0.1618,
NGA18-10-14-1,14 Oct,2018,,,"1,226",5,0.408,"195,874,740",0.6259,0.0026
NGA18-10-14-1,14 Oct,2018,Adamawa,,92,,,"195,874,740",0.0470,
NGA18-10-14-1,14 Oct,2018,Bauchi,,2,,,"195,874,740",0.0010,
NGA18-10-14-1,14 Oct,2018,Borno,,291,,,"195,874,740",0.1486,
NGA18-10-14-1,14 Oct,2018,Gombe,,56,,,"195,874,740",0.0286,
NGA18-10-14-1,14 Oct,2018,Kaduna,,12,,,"195,874,740",0.0061,
NGA18-10-14-1,14 Oct,2018,Katsina,,457,,,"195,874,740",0.2333,
NGA18-10-14-1,14 Oct,2018,Kebbi,,3,,,"195,874,740",0.0015,
NGA18-10-14-1,14 Oct,2018,Kogi,,2,,,"195,874,740",0.0010,
NGA18-10-14-1,14 Oct,2018,Oyo,,2,,,"195,874,740",0.0010,
NGA18-10-14-1,14 Oct,2018,Taraba,,1,,,"195,874,740",0.0005,
NGA18-10-14-1,14 Oct,2018,Yobe ,,76,,,"195,874,740",0.0388,
NGA18-10-14-1,14 Oct,2018,Zamfara,,230,,,"195,874,740",0.1174,
NGA18-10-21-1,21 Oct,2018,,,954,8,0.839,"195,874,740",0.4870,0.0041
NGA18-10-21-1,21 Oct,2018,Adamawa,,101,,,"195,874,740",0.0516,
NGA18-10-21-1,21 Oct,2018,Bauchi,,11,,,"195,874,740",0.0056,
NGA18-10-21-1,21 Oct,2018,Borno,,328,,,"195,874,740",0.1675,
NGA18-10-21-1,21 Oct,2018,Enugu,,8,,,"195,874,740",0.0041,
NGA18-10-21-1,21 Oct,2018,Kaduna,,4,,,"195,874,740",0.0020,
NGA18-10-21-1,21 Oct,2018,Katsina,,299,,,"195,874,740",0.1526,
NGA18-10-21-1,21 Oct,2018,Yobe,,95,,,"195,874,740",0.0485,
NGA18-10-21-1,21 Oct,2018,Zamfara,,108,,,"195,874,740",0.0551,
NGA18-10-28-1,28 Oct,2018,,,454,8,1.762,"195,874,740",0.2318,0.0041
NGA18-10-28-1,28 Oct,2018,Adamawa,,106,,,"195,874,740",0.0541,
NGA18-10-28-1,28 Oct,2018,Bauchi,,5,,,"195,874,740",0.0026,
NGA18-10-28-1,28 Oct,2018,Borno,,197,,,"195,874,740",0.1006,
NGA18-10-28-1,28 Oct,2018,Gombe,,7,,,"195,874,740",0.0036,
NGA18-10-28-1,28 Oct,2018,Kano,,4,,,"195,874,740",0.0020,
NGA18-10-28-1,28 Oct,2018,Katsina,,22,,,"195,874,740",0.0112,
NGA18-10-28-1,28 Oct,2018,Yobe,,76,,,"195,874,740",0.0388,
NGA18-10-28-1,28 Oct,2018,Zamfara,,37,,,"195,874,740",0.0189,
NGA18-11-4-1,4 Nov,2018,,,342,40,11.696,"195,874,740",0.1746,0.0204
NGA18-11-4-1,4 Nov,2018,Adamawa,,28,,,"195,874,740",0.0143,
NGA18-11-4-1,4 Nov,2018,Bauchi,,9,,,"195,874,740",0.0046,
NGA18-11-4-1,4 Nov,2018,Borno,,197,,,"195,874,740",0.1006,
NGA18-11-4-1,4 Nov,2018,Edo,,9,,,"195,874,740",0.0046,
NGA18-11-4-1,4 Nov,2018,Gombe,,15,,,"195,874,740",0.0077,
NGA18-11-4-1,4 Nov,2018,Kaduna,,2,,,"195,874,740",0.0010,
NGA18-11-4-1,4 Nov,2018,Kano,,2,,,"195,874,740",0.0010,
NGA18-11-4-1,4 Nov,2018,Katsina,,23,,,"195,874,740",0.0117,
NGA18-11-4-1,4 Nov,2018,Kwara,,1,,,"195,874,740",0.0005,
NGA18-11-4-1,4 Nov,2018,Osun,,2,,,"195,874,740",0.0010,
NGA18-11-4-1,4 Nov,2018,Oyo,,2,,,"195,874,740",0.0010,
NGA18-11-4-1,4 Nov,2018,Yobe,,44,,,"195,874,740",0.0225,
NGA18-11-4-1,4 Nov,2018,Zamfara,,8,,,"195,874,740",0.0041,
NGA18-11-11-1,11 Nov,2018,,,175,2,1.143,"195,874,740",0.0893,0.0010
NGA18-11-11-1,11 Nov,2018,Adamawa,,12,,,"195,874,740",0.0061,
NGA18-11-11-1,11 Nov,2018,Borno,,86,,,"195,874,740",0.0439,
NGA18-11-11-1,11 Nov,2018,Gombe,,1,,,"195,874,740",0.0005,
NGA18-11-11-1,11 Nov,2018,Kaduna,,4,,,"195,874,740",0.0020,
NGA18-11-11-1,11 Nov,2018,Kano,,32,,,"195,874,740",0.0163,
NGA18-11-11-1,11 Nov,2018,Katsina,,2,,,"195,874,740",0.0010,
NGA18-11-11-1,11 Nov,2018,Oyo,,2,,,"195,874,740",0.0010,
NGA18-11-11-1,11 Nov,2018,Yobe,,36,,,"195,874,740",0.0184,
NGA18-11-12-1,12 Nov,2018,,,"10,000",175,1.750,"195,874,740",5.1053,0.0893
NGA18-11-12-1,12 Nov,2018,Borno,,,,,"195,874,740",0.0000,
NGA18-11-12-1,12 Nov,2018,Adamawa,,,,,"195,874,740",0.0000,
NGA18-11-12-1,12 Nov,2018,Yobe,,,,,"195,874,740",0.0000,
NGA18-11-18-1,18 Nov,2018,,,47,2,4.255,"195,874,740",0.0240,0.0010
NGA18-11-18-1,18 Nov,2018,Adamawa,,1,,,"195,874,740",0.0005,
NGA18-11-18-1,18 Nov,2018,Borno,,20,,,"195,874,740",0.0102,
NGA18-11-18-1,18 Nov,2018,Kaduna,,7,,,"195,874,740",0.0036,
NGA18-11-18-1,18 Nov,2018,Kano,,4,,,"195,874,740",0.0020,
NGA18-11-18-1,18 Nov,2018,Kwara,,1,,,"195,874,740",0.0005,
NGA18-11-18-1,18 Nov,2018,Osun,,1,,,"195,874,740",0.0005,
NGA18-11-18-1,18 Nov,2018,Yobe,,13,,,"195,874,740",0.0066,
NGA18-11-25-1,25 Nov,2018,,,61,0,0.000,"195,874,740",0.0311,
NGA18-11-25-1,25 Nov,2018,Adamawa,,6,,,"195,874,740",0.0031,
NGA18-11-25-1,25 Nov,2018,Bauchi,,1,,,"195,874,740",0.0005,
NGA18-11-25-1,25 Nov,2018,Borno,,16,,,"195,874,740",0.0082,
NGA18-11-25-1,25 Nov,2018,Cross River,,2,,,"195,874,740",0.0010,
NGA18-11-25-1,25 Nov,2018,Kano,,17,,,"195,874,740",0.0087,
NGA18-11-25-1,25 Nov,2018,Katsina,,3,,,"195,874,740",0.0015,
NGA18-11-25-1,25 Nov,2018,Osun,,1,,,"195,874,740",0.0005,
NGA18-11-25-1,25 Nov,2018,Yobe,,15,,,"195,874,740",0.0077,
NGA18-12-2-1,2 Dec,2018,,,62,5,8.065,"195,874,740",0.0317,0.0026
NGA18-12-2-1,2 Dec,2018,Bayelsa,,1,,,"195,874,740",0.0005,
NGA18-12-2-1,2 Dec,2018,Borno,,9,,,"195,874,740",0.0046,
NGA18-12-2-1,2 Dec,2018,Cross River,,2,,,"195,874,740",0.0010,
NGA18-12-2-1,2 Dec,2018,Kano,,34,,,"195,874,740",0.0174,
NGA18-12-2-1,2 Dec,2018,Katsina,,1,,,"195,874,740",0.0005,
NGA18-12-2-1,2 Dec,2018,Yobe,,15,,,"195,874,740",0.0077,
NGA18-12-9-1,9 Dec,2018,,,37,3,8.108,"195,874,740",0.0189,0.0015
NGA18-12-9-1,9 Dec,2018,Bauchi,,1,,,"195,874,740",0.0005,
NGA18-12-9-1,9 Dec,2018,Borno,,26,,,"195,874,740",0.0133,
NGA18-12-9-1,9 Dec,2018,Kaduna,,2,,,"195,874,740",0.0010,
NGA18-12-9-1,9 Dec,2018,Kano,,6,,,"195,874,740",0.0031,
NGA18-12-9-1,9 Dec,2018,Kwara,,1,,,"195,874,740",0.0005,
NGA18-12-9-1,9 Dec,2018,Yobe,,1,,,"195,874,740",0.0005,
NGA18-12-23-1,23 Dec,2018,,,6,0,0.000,"195,874,740",0.0031,0.0000
NGA18-12-23-1,23 Dec,2018,Bauchi,,1,,,"195,874,740",0.0005,
NGA18-12-23-1,23 Dec,2018,Kano,,5,,,"195,874,740",0.0026,
NGA18-12-23-1,23 Dec,2018,Borno,Gubio,8,1,12.500,"195,874,740",0.0041,0.0005
NGA19-1-6-1,6 Jan,2019,Bauchi,Dass,1,0,0.000,"200,963,599",0.0005,
NGA19-1-13-1,13 Jan,2019,,,18,0,0.000,"200,963,599",0.0090,
NGA19-1-13-1,13 Jan,2019,Ebonyi,,9,,,"200,963,599",0.0045,
NGA19-1-13-1,13 Jan,2019,Kano,,9,,,"200,963,599",0.0045,
NGA19-1-20-1,20 Jan,2019,,,29,1,3.448,"200,963,599",0.0144,0.0005
NGA19-1-20-1,20 Jan,2019,Bayelsa,,15,,,"200,963,599",0.0075,
NGA19-1-20-1,20 Jan,2019,Edo,,9,,,"200,963,599",0.0045,
NGA19-1-20-1,20 Jan,2019,Kano,,9,,,"200,963,599",0.0045,
NGA19-1-27-1,27 Jan,2019,,,14,3,21.429,"200,963,599",0.0070,0.0015
NGA19-1-27-1,27 Jan,2019,Ebonyi,,12,,,"200,963,599",0.0060,
NGA19-1-27-1,27 Jan,2019,Kano,,2,,,"200,963,599",0.0010,
NGA19-2-3-1,3 Feb,2019,,,7,0,0.000,"200,963,599",0.0035,
NGA19-2-3-1,3 Feb,2019,Enugu,,1,,,"200,963,599",0.0005,
NGA19-2-3-1,3 Feb,2019,Kano,,6,,,"200,963,599",0.0030,
NGA19-2-10-1,10 Feb,2019,Kano,,14,0,0.000,"200,963,599",0.0070,
NGA19-2-17-1,17 Feb,2019,,,33,0,0.000,"200,963,599",0.0164,
NGA19-2-17-1,17 Feb,2019,Bayelsa,,30,,,"200,963,599",0.0149,
NGA19-2-17-1,17 Feb,2019,Kano,,3,,,"200,963,599",0.0015,
NGA19-2-23-1,23 Feb,2019,Bayelsa,,75,6,8.000,"200,963,599",0.0373,0.0030
NGA19-3-3-1,3 Mar,2019,,,34,2,5.882,"200,963,599",0.0169,0.0010
NGA19-3-3-1,3 Mar,2019,Bayelsa,,28,,,"200,963,599",0.0139,
NGA19-3-3-1,3 Mar,2019,Kano,,6,,,"200,963,599",0.0030,
NGA19-3-10-1,10 Mar,2019,,,5,0,0.000,"200,963,599",0.0025,
